Specie,Group,Assembly,Query,ProteinLength,IsoelectricPoint,MolecularWeight,Localizations,Orthogroup,Domains,Orthogroup_
Anopheles marshallii,Diptera,GCF_943734725.1,XP_053660682.1,413,4.8493,46894.97,Extracellular,OG0000000,['Glyco_hydro_18'],0
Anopheles marshallii,Diptera,GCF_943734725.1,XP_053660689.1,419,5.7042,47235.51,Extracellular,OG0000000,['Glyco_hydro_18'],0
Anopheles marshallii,Diptera,GCF_943734725.1,XP_053660693.1,408,5.7905,45898.69,Extracellular,OG0000000,['Glyco_hydro_18'],0
Anopheles marshallii,Diptera,GCF_943734725.1,XP_053660696.1,970,5.3689,109912.97,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14', 'Glyco_hydro_18']",0
Pseudomyrmex gracilis,Hymenoptera,GCF_002006095.1,XP_020281145.1,471,7.7435,54092.8,Golgi apparatus,OG0000000,['Glyco_hydro_18'],0
Neodiprion lecontei,Hymenoptera,GCF_021901455.1,XP_046595115.1,437,8.1459,48772.83,Cell membrane,OG0000000,['Glyco_hydro_18'],0
Pseudomyrmex gracilis,Hymenoptera,GCF_002006095.1,XP_020280473.1,969,6.4358,109774.24,Extracellular,OG0000000,"['Glyco_hydro_18', 'Glyco_hydro_18', 'CBM_14']",0
Agrilus planipennis,Coleoptera,GCF_000699045.2,XP_025836305.1,1112,7.1961,126263.96,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14', 'Glyco_hydro_18', 'CBM_14']",0
Agrilus planipennis,Coleoptera,GCF_000699045.2,XP_025835319.1,286,4.5129,31594.25,Cytoplasm|Extracellular,OG0000000,"['Glyco_hydro_18', 'Glyco_hydro_18']",0
Pseudomyrmex gracilis,Hymenoptera,GCF_002006095.1,XP_020296293.1,479,5.9903,54095.1,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Anopheles coustani,Diptera,GCF_943734705.1,XP_058127637.1,3627,6.7834,391050.04,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14', 'CBM_14']",0
Pseudomyrmex gracilis,Hymenoptera,GCF_002006095.1,XP_020295337.1,94,5.8089,10555.99,Extracellular,OG0000000,['Glyco_hydro_18'],0
Pseudomyrmex gracilis,Hymenoptera,GCF_002006095.1,XP_020294609.1,522,5.7194,59110.23,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Anopheles coustani,Diptera,GCF_943734705.1,XP_058130635.1,568,4.8805,63984.85,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Anopheles coustani,Diptera,GCF_943734705.1,XP_058130647.1,409,6.8125,46205.37,Extracellular,OG0000000,['Glyco_hydro_18'],0
Anopheles coustani,Diptera,GCF_943734705.1,XP_058130659.1,824,5.7139,93050.45,Extracellular,OG0000000,"['Glyco_hydro_18', 'Glyco_hydro_18']",0
Agrilus planipennis,Coleoptera,GCF_000699045.2,XP_018319199.1,2343,5.2967,262732.25,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Agrilus planipennis,Coleoptera,GCF_000699045.2,XP_018322703.1,548,6.8013,61868.04,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Agrilus planipennis,Coleoptera,GCF_000699045.2,XP_025836304.1,2430,6.2603,274930.8,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14', 'Glyco_hydro_18', 'CBM_14', 'CBM_14', 'CBM_14', 'Glyco_hydro_18', 'Glyco_hydro_18', 'CBM_14', 'Glyco_hydro_18']",0
Agrilus planipennis,Coleoptera,GCF_000699045.2,XP_018326596.1,384,6.4654,42668.61,Extracellular,OG0000000,['Glyco_hydro_18'],0
Agrilus planipennis,Coleoptera,GCF_000699045.2,XP_025830252.1,460,6.6816,51655.6,Extracellular|Cell membrane,OG0000000,['Glyco_hydro_18'],0
Agrilus planipennis,Coleoptera,GCF_000699045.2,XP_025830366.1,397,4.3383,43145.39,Extracellular,OG0000000,['Glyco_hydro_18'],0
Agrilus planipennis,Coleoptera,GCF_000699045.2,XP_025830367.1,340,4.2802,36719.43,Extracellular,OG0000000,"['Glyco_hydro_18', 'Glyco_hydro_18']",0
Agrilus planipennis,Coleoptera,GCF_000699045.2,XP_025830370.1,384,4.3177,41624.86,Extracellular,OG0000000,['Glyco_hydro_18'],0
Agrilus planipennis,Coleoptera,GCF_000699045.2,XP_025830371.1,384,4.6183,41952.29,Extracellular,OG0000000,['Glyco_hydro_18'],0
Pseudomyrmex gracilis,Hymenoptera,GCF_002006095.1,XP_020294608.1,522,5.7194,59110.23,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Agrilus planipennis,Coleoptera,GCF_000699045.2,XP_025832277.1,990,7.5998,112818.13,Extracellular,OG0000000,"['Glyco_hydro_18', 'Glyco_hydro_18', 'CBM_14']",0
Agrilus planipennis,Coleoptera,GCF_000699045.2,XP_025834230.1,397,7.569,45475.56,Lysosome/Vacuole,OG0000000,"['Glyco_hydro_18', 'Glyco_hydro_18']",0
Agrilus planipennis,Coleoptera,GCF_000699045.2,XP_025834276.1,198,5.7859,22621.39,Endoplasmic reticulum,OG0000000,['Glyco_hydro_18'],0
Agrilus planipennis,Coleoptera,GCF_000699045.2,XP_018335057.2,228,8.6983,26186.95,Extracellular,OG0000000,['Glyco_hydro_18'],0
Anopheles marshallii,Diptera,GCF_943734725.1,XP_053662726.1,482,7.388,52911.59,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Anopheles marshallii,Diptera,GCF_943734725.1,XP_053663205.1,347,6.6493,38699.04,Cytoplasm|Extracellular,OG0000000,['Glyco_hydro_18'],0
Anopheles marshallii,Diptera,GCF_943734725.1,XP_053663271.1,2455,6.7546,275656.3,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14', 'CBM_14', 'CBM_14', 'Glyco_hydro_18', 'Glyco_hydro_18', 'CBM_14', 'Glyco_hydro_18']",0
Sabethes cyaneus,Diptera,GCF_943734655.1,XP_053683776.1,2903,5.1441,316556.59,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Sabethes cyaneus,Diptera,GCF_943734655.1,XP_053686725.1,476,5.3381,53295.29,Cell membrane,OG0000000,['Glyco_hydro_18'],0
Sabethes cyaneus,Diptera,GCF_943734655.1,XP_053686881.1,543,5.7901,59022.62,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Sabethes cyaneus,Diptera,GCF_943734655.1,XP_053686882.1,498,4.4863,55090.6,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Sabethes cyaneus,Diptera,GCF_943734655.1,XP_053686883.1,523,4.7938,58137.91,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Sabethes cyaneus,Diptera,GCF_943734655.1,XP_053686945.1,386,5.1567,43577.09,Extracellular,OG0000000,['Glyco_hydro_18'],0
Sabethes cyaneus,Diptera,GCF_943734655.1,XP_053686951.1,385,4.8675,43231.76,Extracellular,OG0000000,['Glyco_hydro_18'],0
Sabethes cyaneus,Diptera,GCF_943734655.1,XP_053687181.1,376,5.476,41929.74,Cytoplasm|Extracellular,OG0000000,['Glyco_hydro_18'],0
Sabethes cyaneus,Diptera,GCF_943734655.1,XP_053688298.1,500,5.4298,54226.94,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Sabethes cyaneus,Diptera,GCF_943734655.1,XP_053683679.1,430,7.8492,46509.66,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Sabethes cyaneus,Diptera,GCF_943734655.1,XP_053688384.1,566,7.3383,63627.85,Golgi apparatus,OG0000000,['Glyco_hydro_18'],0
Myzus persicae,Hemiptera,GCF_001856785.1,XP_022164824.1,2296,7.2698,260460.51,Extracellular,OG0000000,"['Glyco_hydro_18', 'Glyco_hydro_18', 'CBM_14', 'CBM_14', 'CBM_14', 'Glyco_hydro_18', 'Glyco_hydro_18', 'CBM_14']",0
Sabethes cyaneus,Diptera,GCF_943734655.1,XP_053693130.1,412,6.1119,46351.41,Extracellular,OG0000000,['Glyco_hydro_18'],0
Sabethes cyaneus,Diptera,GCF_943734655.1,XP_053696954.1,2431,7.0554,275129.0,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14', 'CBM_14', 'CBM_14', 'Glyco_hydro_18', 'Glyco_hydro_18', 'CBM_14', 'Glyco_hydro_18']",0
Myzus persicae,Hemiptera,GCF_001856785.1,XP_022161613.1,1717,6.57,193277.68,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14', 'CBM_14']",0
Sabethes cyaneus,Diptera,GCF_943734655.1,XP_053698198.1,404,5.575,46038.0,Extracellular,OG0000000,['Glyco_hydro_18'],0
Sabethes cyaneus,Diptera,GCF_943734655.1,XP_053698785.1,1054,5.2349,118931.02,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14', 'Glyco_hydro_18']",0
Stomoxys calcitrans,Diptera,GCF_963082655.1,XP_013098755.2,2419,6.6365,272044.58,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14', 'CBM_14', 'CBM_14', 'Glyco_hydro_18', 'Glyco_hydro_18', 'CBM_14', 'Glyco_hydro_18']",0
Myzus persicae,Hemiptera,GCF_001856785.1,XP_022161337.1,473,6.3853,53530.68,Cell membrane|Lysosome/Vacuole,OG0000000,['Glyco_hydro_18'],0
Bactrocera latifrons,Diptera,GCF_001853355.1,XP_018804318.1,490,6.246,54927.31,Cell membrane,OG0000000,['Glyco_hydro_18'],0
Sabethes cyaneus,Diptera,GCF_943734655.1,XP_053690097.1,824,4.9766,92938.34,Cytoplasm|Extracellular,OG0000000,"['Glyco_hydro_18', 'Glyco_hydro_18', 'CBM_14']",0
Monomorium pharaonis,Hymenoptera,GCF_013373865.1,XP_036147584.1,442,6.7713,49548.66,Cell membrane,OG0000000,['Glyco_hydro_18'],0
Monomorium pharaonis,Hymenoptera,GCF_013373865.1,XP_036143736.1,970,6.2937,110145.6,Extracellular,OG0000000,"['Glyco_hydro_18', 'Glyco_hydro_18', 'CBM_14']",0
Myzus persicae,Hemiptera,GCF_001856785.1,XP_022173512.1,528,5.2257,59673.93,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Anopheles marshallii,Diptera,GCF_943734725.1,XP_053663498.1,348,6.6866,38849.51,Cytoplasm|Extracellular,OG0000000,['Glyco_hydro_18'],0
Anopheles marshallii,Diptera,GCF_943734725.1,XP_053663594.1,1043,6.311,116755.61,Extracellular,OG0000000,"['Glyco_hydro_18', 'Glyco_hydro_18', 'CBM_14']",0
Anopheles marshallii,Diptera,GCF_943734725.1,XP_053663605.1,3046,5.2285,331266.54,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Anopheles marshallii,Diptera,GCF_943734725.1,XP_053663661.1,500,5.1467,54861.94,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Anopheles marshallii,Diptera,GCF_943734725.1,XP_053663705.1,853,7.2954,93529.44,Extracellular,OG0000000,"['Glyco_hydro_18', 'Glyco_hydro_18']",0
Anopheles marshallii,Diptera,GCF_943734725.1,XP_053663778.1,399,5.4736,44042.36,Extracellular,OG0000000,['Glyco_hydro_18'],0
Anopheles marshallii,Diptera,GCF_943734725.1,XP_053663931.1,391,5.0305,43039.66,Extracellular,OG0000000,['Glyco_hydro_18'],0
Pseudomyrmex gracilis,Hymenoptera,GCF_002006095.1,XP_020278606.1,428,7.1358,47881.8,Cell membrane,OG0000000,['Glyco_hydro_18'],0
Myzus persicae,Hemiptera,GCF_001856785.1,XP_022178760.1,998,7.0226,112698.95,Extracellular,OG0000000,"['Glyco_hydro_18', 'Glyco_hydro_18', 'CBM_14']",0
Anopheles marshallii,Diptera,GCF_943734725.1,XP_053669356.1,589,7.925,67467.43,Golgi apparatus,OG0000000,['Glyco_hydro_18'],0
Monomorium pharaonis,Hymenoptera,GCF_013373865.1,XP_012523424.1,442,6.7713,49548.66,Cell membrane,OG0000000,['Glyco_hydro_18'],0
Monomorium pharaonis,Hymenoptera,GCF_013373865.1,XP_012523425.1,442,6.7713,49548.66,Cell membrane,OG0000000,['Glyco_hydro_18'],0
Monomorium pharaonis,Hymenoptera,GCF_013373865.1,XP_012523426.1,442,6.7713,49548.66,Cell membrane,OG0000000,['Glyco_hydro_18'],0
Monomorium pharaonis,Hymenoptera,GCF_013373865.1,XP_012523427.1,442,6.7713,49548.66,Cell membrane,OG0000000,['Glyco_hydro_18'],0
Monomorium pharaonis,Hymenoptera,GCF_013373865.1,XP_012524289.2,2702,7.3302,303158.83,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14', 'Glyco_hydro_18', 'CBM_14', 'CBM_14', 'CBM_14', 'Glyco_hydro_18', 'Glyco_hydro_18', 'CBM_14', 'Glyco_hydro_18']",0
Monomorium pharaonis,Hymenoptera,GCF_013373865.1,XP_012530246.1,471,7.0601,53599.18,Golgi apparatus,OG0000000,['Glyco_hydro_18'],0
Monomorium pharaonis,Hymenoptera,GCF_013373865.1,XP_012530946.1,479,5.8349,53243.09,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Monomorium pharaonis,Hymenoptera,GCF_013373865.1,XP_012532525.1,552,7.1849,62374.09,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Monomorium pharaonis,Hymenoptera,GCF_013373865.1,XP_028045025.1,393,6.3363,44413.24,Cytoplasm|Extracellular,OG0000000,['Glyco_hydro_18'],0
Monomorium pharaonis,Hymenoptera,GCF_013373865.1,XP_036138933.1,4004,6.3024,446050.98,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14', 'CBM_14']",0
Myzus persicae,Hemiptera,GCF_001856785.1,XP_022174383.1,498,4.9992,56430.63,Extracellular,OG0000000,['Glyco_hydro_18'],0
Stomoxys calcitrans,Diptera,GCF_963082655.1,XP_013101561.2,388,9.663,43253.99,Extracellular,OG0000000,['Glyco_hydro_18'],0
Anopheles merus,Diptera,GCF_017562075.2,XP_041765654.1,1022,5.8984,115458.19,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14', 'Glyco_hydro_18']",0
Schistocerca americana,Orthoptera,GCF_021461395.2,XP_046997873.1,484,5.1178,51483.47,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Schistocerca americana,Orthoptera,GCF_021461395.2,XP_046996762.1,489,4.4194,52362.1,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Drosophila biarmipes,Diptera,GCF_025231255.1,XP_016966284.1,484,5.8146,53736.8,Cell membrane,OG0000000,['Glyco_hydro_18'],0
Drosophila biarmipes,Diptera,GCF_025231255.1,XP_016966330.1,1013,6.2967,113297.33,Extracellular,OG0000000,"['Glyco_hydro_18', 'Glyco_hydro_18', 'CBM_14']",0
Drosophila biarmipes,Diptera,GCF_025231255.1,XP_043950558.1,1867,6.3395,210119.36,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14', 'CBM_14', 'CBM_14', 'Glyco_hydro_18', 'Glyco_hydro_18']",0
Drosophila biarmipes,Diptera,GCF_025231255.1,XP_043950849.1,484,5.8146,53736.8,Cell membrane,OG0000000,['Glyco_hydro_18'],0
Drosophila biarmipes,Diptera,GCF_025231255.1,XP_050740667.1,4590,4.7942,501474.39,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Drosophila biarmipes,Diptera,GCF_025231255.1,XP_050741977.1,484,5.8146,53736.8,Cell membrane,OG0000000,['Glyco_hydro_18'],0
Drosophila biarmipes,Diptera,GCF_025231255.1,XP_050743552.1,470,7.4324,54058.83,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Daphnia pulex,Diplostraca,GCF_021134715.1,XP_046437015.1,464,4.9395,51337.43,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Daphnia pulex,Diplostraca,GCF_021134715.1,XP_046440801.1,464,4.4288,51721.67,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Drosophila biarmipes,Diptera,GCF_025231255.1,XP_016966283.1,484,5.8146,53736.8,Cell membrane,OG0000000,['Glyco_hydro_18'],0
Daphnia pulex,Diplostraca,GCF_021134715.1,XP_046442779.1,456,4.5204,50682.35,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Daphnia pulex,Diplostraca,GCF_021134715.1,XP_046446089.1,467,6.3451,51936.99,Extracellular|Cell membrane,OG0000000,['Glyco_hydro_18'],0
Daphnia pulex,Diplostraca,GCF_021134715.1,XP_046446090.1,467,6.3451,51936.99,Extracellular|Cell membrane,OG0000000,['Glyco_hydro_18'],0
Daphnia pulex,Diplostraca,GCF_021134715.1,XP_046447690.1,1028,5.48,112924.55,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14', 'CBM_14']",0
Daphnia pulex,Diplostraca,GCF_021134715.1,XP_046449665.1,1093,6.9953,121408.72,Extracellular,OG0000000,"['Glyco_hydro_18', 'Glyco_hydro_18', 'CBM_14']",0
Daphnia pulex,Diplostraca,GCF_021134715.1,XP_046454305.1,532,7.9468,56999.37,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Daphnia pulex,Diplostraca,GCF_021134715.1,XP_046454306.1,552,9.2356,58601.69,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Daphnia pulex,Diplostraca,GCF_021134715.1,XP_046454478.1,849,4.7106,93351.09,Extracellular|Cell membrane,OG0000000,"['Glyco_hydro_18', 'Glyco_hydro_18']",0
Daphnia pulex,Diplostraca,GCF_021134715.1,XP_046454736.1,411,6.2235,45112.5,Extracellular,OG0000000,['Glyco_hydro_18'],0
Daphnia pulex,Diplostraca,GCF_021134715.1,XP_046454743.1,385,7.2022,43475.35,Cytoplasm|Extracellular,OG0000000,['Glyco_hydro_18'],0
Daphnia pulex,Diplostraca,GCF_021134715.1,XP_046443319.1,532,5.6615,60004.15,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Daphnia pulex,Diplostraca,GCF_021134715.1,XP_046454744.1,385,7.2022,43475.35,Cytoplasm|Extracellular,OG0000000,['Glyco_hydro_18'],0
Drosophila biarmipes,Diptera,GCF_025231255.1,XP_016966282.1,484,5.8146,53736.8,Cell membrane,OG0000000,['Glyco_hydro_18'],0
Drosophila biarmipes,Diptera,GCF_025231255.1,XP_016961450.1,584,6.5033,66041.67,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Belonocnema kinseyi,Hymenoptera,GCF_010883055.1,XP_033229580.1,400,5.0876,46055.77,Extracellular,OG0000000,['Glyco_hydro_18'],0
Belonocnema kinseyi,Hymenoptera,GCF_010883055.1,XP_033229581.1,406,7.4787,46586.11,Extracellular,OG0000000,['Glyco_hydro_18'],0
Belonocnema kinseyi,Hymenoptera,GCF_010883055.1,XP_033229582.1,374,6.1831,42912.69,Cytoplasm|Extracellular,OG0000000,['Glyco_hydro_18'],0
Belonocnema kinseyi,Hymenoptera,GCF_010883055.1,XP_033229584.1,1200,9.1319,135976.51,Extracellular,OG0000000,"['Glyco_hydro_18', 'Glyco_hydro_18', 'Glyco_hydro_18']",0
Diprion similis,Hymenoptera,GCF_021155765.1,XP_046753667.1,390,4.8119,43335.64,Extracellular,OG0000000,['Glyco_hydro_18'],0
Belonocnema kinseyi,Hymenoptera,GCF_010883055.1,XP_033229586.1,355,9.6889,41039.02,Cytoplasm|Extracellular,OG0000000,['Glyco_hydro_18'],0
Belonocnema kinseyi,Hymenoptera,GCF_010883055.1,XP_033229587.1,371,8.894,42247.11,Cytoplasm|Extracellular,OG0000000,['Glyco_hydro_18'],0
Belonocnema kinseyi,Hymenoptera,GCF_010883055.1,XP_033229588.1,386,5.5457,43397.42,Extracellular,OG0000000,['Glyco_hydro_18'],0
Belonocnema kinseyi,Hymenoptera,GCF_010883055.1,XP_033229590.1,718,7.7869,79564.25,Extracellular,OG0000000,"['Glyco_hydro_18', 'Glyco_hydro_18']",0
Diprion similis,Hymenoptera,GCF_021155765.1,XP_046748690.1,628,6.3539,71176.1,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Belonocnema kinseyi,Hymenoptera,GCF_010883055.1,XP_033229591.1,332,5.6484,37911.5,Extracellular,OG0000000,['Glyco_hydro_18'],0
Diprion similis,Hymenoptera,GCF_021155765.1,XP_046753664.1,410,4.2574,45734.95,Extracellular,OG0000000,['Glyco_hydro_18'],0
Belonocnema kinseyi,Hymenoptera,GCF_010883055.1,XP_033232270.1,2359,6.0306,265012.17,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14', 'CBM_14']",0
Belonocnema kinseyi,Hymenoptera,GCF_010883055.1,XP_033232271.1,2352,5.8982,264155.15,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14', 'CBM_14']",0
Drosophila biarmipes,Diptera,GCF_025231255.1,XP_016946522.3,467,4.1935,50521.15,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Drosophila biarmipes,Diptera,GCF_025231255.1,XP_016946523.1,370,4.4047,41110.77,Extracellular,OG0000000,['Glyco_hydro_18'],0
Drosophila biarmipes,Diptera,GCF_025231255.1,XP_016947379.1,476,5.1883,52839.84,Extracellular|Lysosome/Vacuole,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Drosophila biarmipes,Diptera,GCF_025231255.1,XP_016948691.1,427,7.021,48520.47,Golgi apparatus,OG0000000,['Glyco_hydro_18'],0
Drosophila biarmipes,Diptera,GCF_025231255.1,XP_016954513.1,2586,4.9795,281829.09,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Drosophila biarmipes,Diptera,GCF_025231255.1,XP_016954517.1,1385,8.2557,151633.07,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14', 'CBM_14']",0
Diprion similis,Hymenoptera,GCF_021155765.1,XP_046753665.1,392,9.4508,43678.86,Extracellular,OG0000000,['Glyco_hydro_18'],0
Belonocnema kinseyi,Hymenoptera,GCF_010883055.1,XP_033229578.1,493,8.4797,56033.81,Cytoplasm|Extracellular,OG0000000,['Glyco_hydro_18'],0
Daphnia pulex,Diplostraca,GCF_021134715.1,XP_046454745.1,431,9.0883,47312.03,Cell membrane,OG0000000,['Glyco_hydro_18'],0
Diprion similis,Hymenoptera,GCF_021155765.1,XP_046744032.1,438,7.9119,49194.27,Golgi apparatus,OG0000000,['Glyco_hydro_18'],0
Pieris napi,Lepidoptera,GCF_905475465.1,XP_047511541.1,562,6.2931,63184.18,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Pieris napi,Lepidoptera,GCF_905475465.1,XP_047510436.1,489,6.0969,54323.18,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Dermacentor silvarum,Ixodida,GCF_013339745.2,XP_037563342.1,395,6.9351,43212.53,Extracellular,OG0000000,['Glyco_hydro_18'],0
Dermacentor silvarum,Ixodida,GCF_013339745.2,XP_037563576.2,536,9.4252,59213.31,Extracellular,OG0000000,['Glyco_hydro_18'],0
Pieris napi,Lepidoptera,GCF_905475465.1,XP_047510266.1,2905,6.5986,324089.3,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14', 'Glyco_hydro_18', 'CBM_14', 'CBM_14', 'CBM_14', 'CBM_14', 'CBM_14', 'Glyco_hydro_18', 'Glyco_hydro_18', 'CBM_14', 'Glyco_hydro_18']",0
Pieris napi,Lepidoptera,GCF_905475465.1,XP_047509746.1,449,8.3677,51292.57,Cell membrane|Lysosome/Vacuole,OG0000000,['Glyco_hydro_18'],0
Pieris napi,Lepidoptera,GCF_905475465.1,XP_047503965.1,1700,8.1102,190106.34,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14', 'CBM_14']",0
Pieris napi,Lepidoptera,GCF_905475465.1,XP_047503963.1,2385,5.0473,267046.79,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Dermacentor silvarum,Ixodida,GCF_013339745.2,XP_037570869.1,905,4.504,99358.63,Extracellular,OG0000000,['Glyco_hydro_18'],0
Dermacentor silvarum,Ixodida,GCF_013339745.2,XP_037562926.1,600,7.4465,65753.45,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Dermacentor silvarum,Ixodida,GCF_013339745.2,XP_037571153.1,1085,8.5408,120292.68,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14', 'CBM_14']",0
Dermacentor silvarum,Ixodida,GCF_013339745.2,XP_037571383.1,929,7.8195,104445.0,Extracellular,OG0000000,"['Glyco_hydro_18', 'Glyco_hydro_18', 'CBM_14']",0
Drosophila simulans,Diptera,GCF_016746395.2,XP_039153422.1,4592,4.9525,503177.42,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14', 'CBM_14']",0
Drosophila simulans,Diptera,GCF_016746395.2,XP_039150126.1,484,5.5058,53975.17,Cell membrane,OG0000000,['Glyco_hydro_18'],0
Drosophila simulans,Diptera,GCF_016746395.2,XP_039149439.1,1033,6.3841,115504.9,Extracellular,OG0000000,"['Glyco_hydro_18', 'Glyco_hydro_18', 'CBM_14']",0
Drosophila simulans,Diptera,GCF_016746395.2,XP_039147229.1,470,7.0443,54480.47,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Dermacentor silvarum,Ixodida,GCF_013339745.2,XP_037577304.1,407,8.7353,44259.88,Extracellular,OG0000000,['Glyco_hydro_18'],0
Drosophila simulans,Diptera,GCF_016746395.2,XP_039146917.1,2300,6.6158,260392.61,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14', 'CBM_14', 'CBM_14', 'Glyco_hydro_18', 'Glyco_hydro_18', 'CBM_14', 'Glyco_hydro_18']",0
Drosophila simulans,Diptera,GCF_016746395.2,XP_016034793.1,592,6.4349,66833.41,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Drosophila simulans,Diptera,GCF_016746395.2,XP_016028817.2,458,4.2252,49411.16,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Drosophila simulans,Diptera,GCF_016746395.2,XP_039153668.1,432,7.1524,49004.21,Lysosome/Vacuole,OG0000000,['Glyco_hydro_18'],0
Diprion similis,Hymenoptera,GCF_021155765.1,XP_046747525.1,403,3.8665,44056.32,Extracellular,OG0000000,['Glyco_hydro_18'],0
Dermacentor silvarum,Ixodida,GCF_013339745.2,XP_037562889.1,367,7.7011,42275.15,Extracellular,OG0000000,['Glyco_hydro_18'],0
Dermacentor silvarum,Ixodida,GCF_013339745.2,XP_037562566.1,352,8.0256,39856.93,Extracellular,OG0000000,['Glyco_hydro_18'],0
Daphnia pulex,Diplostraca,GCF_021134715.1,XP_046455729.1,1081,6.0438,118546.91,Extracellular,OG0000000,"['Glyco_hydro_18', 'Glyco_hydro_18', 'CBM_14']",0
Daphnia pulex,Diplostraca,GCF_021134715.1,XP_046455808.1,566,5.9707,61654.45,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Daphnia pulex,Diplostraca,GCF_021134715.1,XP_046455827.1,555,6.6156,60402.31,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Daphnia pulex,Diplostraca,GCF_021134715.1,XP_046455838.1,500,4.5674,55169.82,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Daphnia pulex,Diplostraca,GCF_021134715.1,XP_046455849.1,500,4.5674,55169.82,Extracellular,OG0000000,"['Glyco_hydro_18', 'CBM_14']",0
Daphnia pulex,Diplostraca,GCF_021134715.1,XP_046455963.1,383,4.426,42076.45,Extracellular,OG0000000,['Glyco_hydro_18'],0
